_id,distance,gateway,major,majorminor,minor,rssi,timestamp,type,uuid,tag,specificTag
087CBF000028,5.411695265464636,E06B09BAC79F,10004,1000411111,11111,-82.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C630A073DD08,2.732288374131054,E06B09BAC79F,10002,100029586,9586,-70.5,1683710600,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
DC0D300F720A,6.309573444801933,E06B09BAC79F,12303,1230329194,29194,-84.0,1683710600,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77,Room2,-
F0F8F2044F23,6.309573444801933,E06B09BAC79F,10004,1000422222,22222,-84.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C4FE51F6A878,1.9898428495658247,E06B09BAC79F,10002,100029571,9571,-68.5,1683710600,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
04EE03C47286,1.7113283041617808,E06B09BAC79F,10004,1000454480,54480,-67.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
DC0D300F7252,2.712272579332028,E06B09BAC79F,10065,100656666,6666,-88.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
087CBF000028,2.3869526323560635,F3499FDED02E,10004,1000411111,11111,-70.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C630A073DD08,0.9288479492954472,F3499FDED02E,10002,100029586,9586,-59.0,1683710600,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
DC0D300F720A,3.981071705534972,F3499FDED02E,12303,1230329194,29194,-78.0,1683710600,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77,Room2,-
F0F8F2044F23,2.51188643150958,F3499FDED02E,10004,1000422222,22222,-72.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C4FE51F6A878,1.7113283041617808,F3499FDED02E,10002,100029571,9571,-67.0,1683710600,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
04EE03C47286,1.9952623149688795,F3499FDED02E,10004,1000454480,54480,-69.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
DC0D300F7252,0.8576958985908941,F3499FDED02E,10065,100656666,6666,-73.0,1683710600,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
F0F8F2044F23,11.294627058970836,E06B09BAC79F,10004,1000422222,22222,-91.5,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C630A073DD08,1.9215560561955851,E06B09BAC79F,10002,100029586,9586,-68.5,1683710601,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
04EE03C47286,3.981071705534972,E06B09BAC79F,10004,1000454480,54480,-78.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
087CBF000028,5.411695265464636,E06B09BAC79F,10004,1000411111,11111,-82.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C4FE51F6A878,2.51188643150958,E06B09BAC79F,10002,100029571,9571,-72.0,1683710601,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
DC0D300F7252,3.686945064519575,E06B09BAC79F,10065,100656666,6666,-92.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
F0F8F2044F23,5.552780003705598,F3499FDED02E,10004,1000422222,22222,-81.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C630A073DD08,1.0460165646543125,F3499FDED02E,10002,100029586,9586,-60.5,1683710601,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
C4FE51F6A878,1.4386213526708065,F3499FDED02E,10002,100029571,9571,-64.5,1683710601,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
04EE03C47286,2.154434690031884,F3499FDED02E,10004,1000454480,54480,-70.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
087CBF000028,2.9286445646252366,F3499FDED02E,10004,1000411111,11111,-74.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
DC0D300F7252,1.0,F3499FDED02E,10065,100656666,6666,-75.0,1683710601,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
C630A073DD08,3.483946950383202,E06B09BAC79F,10002,100029586,9586,-75.5,1683710602,1AFF4C000215,0112233445566778899AABBCCDDEEFF0,Room2,-
087CBF000028,5.843414133735177,E06B09BAC79F,10004,1000411111,11111,-83.0,1683710602,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
04EE03C47286,3.686945064519575,E06B09BAC79F,10004,1000454480,54480,-77.0,1683710602,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825,Room2,-
