_id,distance,gateway,major,majorminor,minor,rssi,timestamp,type,uuid
F0F8F2044F23,9.261187281287935,F3499FDED02E,10004,1000422222,22222,-89,1678462424,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
087CBF000028,8.576958985908941,F3499FDED02E,10004,1000411111,11111,-88,1678462424,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
DC0D300F720A,4.641588833612778,F3499FDED02E,12303,1230329194,29194,-80,1678462424,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
C630A073DD08,6.309573444801933,F3499FDED02E,10002,100029586,9586,-84,1678462424,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,5.011872336272722,F3499FDED02E,10004,1000454480,54480,-81,1678462424,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,1.2589254117941673,F3499FDED02E,10002,100029571,9571,-63,1678462424,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F720A,1.847849797422291,E06B09BAC79F,12303,1230329194,29194,-68,1678462425,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
04EE03C47286,1.5848931924611136,E06B09BAC79F,10004,1000454480,54480,-66,1678462425,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,1.1659144011798317,E06B09BAC79F,10002,100029586,9586,-62,1678462425,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
087CBF000028,1.4677992676220695,E06B09BAC79F,10004,1000411111,11111,-65,1678462425,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,0.5011872336272722,E06B09BAC79F,10002,100029571,9571,-51,1678462425,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
F0F8F2044F23,1.4677992676220695,E06B09BAC79F,10004,1000422222,22222,-65,1678462425,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,0.5411695265464637,E06B09BAC79F,10002,100029586,9586,-52,1678462425,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,1.7113283041617808,E06B09BAC79F,10004,1000454480,54480,-67,1678462425,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
DC0D300F720A,1.1659144011798317,E06B09BAC79F,12303,1230329194,29194,-62,1678462425,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
