_id,distance,gateway,major,majorminor,minor,rssi,timestamp,type,uuid
087CBF000028,2.712272579332028,F3499FDED02E,10004,1000411111,11111,-73,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
DC0D300F7252,3.9810717055349722,F3499FDED02E,10065,100656666,6666,-93,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
F0F8F2044F23,3.1622776601683795,F3499FDED02E,10004,1000422222,22222,-75,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,3.1622776601683795,F3499FDED02E,10002,100029571,9571,-75,1678462847,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,2.154434690031884,F3499FDED02E,10004,1000454480,54480,-70,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,2.326305067153626,F3499FDED02E,10002,100029586,9586,-71,1678462847,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
087CBF000028,1.847849797422291,E06B09BAC79F,10004,1000411111,11111,-68,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
DC0D300F7252,0.6812920690579612,E06B09BAC79F,10065,100656666,6666,-70,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
F0F8F2044F23,1.3593563908785256,E06B09BAC79F,10004,1000422222,22222,-64,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,1.0797751623277096,E06B09BAC79F,10002,100029571,9571,-61,1678462847,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,1.9952623149688795,E06B09BAC79F,10004,1000454480,54480,-69,1678462847,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,1.3593563908785256,E06B09BAC79F,10002,100029586,9586,-64,1678462847,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F720A,3.686945064519575,F3499FDED02E,12303,1230329194,29194,-77,1678462849,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
F0F8F2044F23,3.9810717055349722,F3499FDED02E,10004,1000422222,22222,-78,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,2.51188643150958,F3499FDED02E,10002,100029586,9586,-72,1678462849,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,1.847849797422291,F3499FDED02E,10004,1000454480,54480,-68,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,1.9952623149688795,F3499FDED02E,10002,100029571,9571,-69,1678462849,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
087CBF000028,2.712272579332028,F3499FDED02E,10004,1000411111,11111,-73,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
DC0D300F720A,1.0,E06B09BAC79F,12303,1230329194,29194,-60,1678462849,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
F0F8F2044F23,1.7113283041617808,E06B09BAC79F,10004,1000422222,22222,-67,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,2.712272579332028,E06B09BAC79F,10002,100029571,9571,-73,1678462849,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,2.154434690031884,E06B09BAC79F,10004,1000454480,54480,-70,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
087CBF000028,1.9952623149688795,E06B09BAC79F,10004,1000411111,11111,-69,1678462849,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,1.1659144011798317,E06B09BAC79F,10002,100029586,9586,-62,1678462849,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F720A,0.8576958985908941,E06B09BAC79F,12303,1230329194,29194,-58,1678462852,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
F0F8F2044F23,1.4677992676220695,E06B09BAC79F,10004,1000422222,22222,-65,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
04EE03C47286,1.9952623149688795,E06B09BAC79F,10004,1000454480,54480,-69,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,1.3593563908785256,E06B09BAC79F,10002,100029571,9571,-64,1678462852,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
087CBF000028,1.7113283041617808,E06B09BAC79F,10004,1000411111,11111,-67,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,1.5848931924611136,E06B09BAC79F,10002,100029586,9586,-66,1678462852,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F720A,3.686945064519575,F3499FDED02E,12303,1230329194,29194,-77,1678462852,1AFF4C000215,D546DF97475747EFBE093E2DCBDD0C77
C630A073DD08,2.326305067153626,F3499FDED02E,10002,100029586,9586,-71,1678462852,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
F0F8F2044F23,2.712272579332028,F3499FDED02E,10004,1000422222,22222,-73,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
04EE03C47286,1.7113283041617808,F3499FDED02E,10004,1000454480,54480,-67,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,2.326305067153626,F3499FDED02E,10002,100029571,9571,-71,1678462852,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
087CBF000028,3.4145488738336014,F3499FDED02E,10004,1000411111,11111,-76,1678462852,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
087CBF000028,1.7113283041617808,E06B09BAC79F,10004,1000411111,11111,-67,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,1.3593563908785256,E06B09BAC79F,10002,100029586,9586,-64,1678462855,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F7252,0.5843414133735176,E06B09BAC79F,10065,100656666,6666,-68,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
F0F8F2044F23,1.5848931924611136,E06B09BAC79F,10004,1000422222,22222,-66,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C4FE51F6A878,0.9261187281287935,E06B09BAC79F,10002,100029571,9571,-59,1678462855,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
04EE03C47286,1.7113283041617808,E06B09BAC79F,10004,1000454480,54480,-67,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
087CBF000028,2.51188643150958,F3499FDED02E,10004,1000411111,11111,-72,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
C630A073DD08,2.51188643150958,F3499FDED02E,10002,100029586,9586,-72,1678462855,1AFF4C000215,0112233445566778899AABBCCDDEEFF0
DC0D300F7252,2.154434690031884,F3499FDED02E,10065,100656666,6666,-85,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
F0F8F2044F23,2.712272579332028,F3499FDED02E,10004,1000422222,22222,-73,1678462855,1AFF4C000215,FDA50693A4E24FB1AFCFC6EB07647825
